Rk,Player,School,Conf,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs
38,Hakeem Nicks,North Carolina,ACC,11,39,660,16.9,4,1,10,10.0,0,40,670,16.8,4
39,Frantz Simeon,Florida Atlantic,Sun Belt,12,35,590,16.9,1,1,1,1.0,0,36,591,16.4,1
40,Mario Urrutia,Louisville,Big East,13,58,973,16.8,6,,,,,58,973,16.8,6
41,Ernie Wheelwright,Minnesota,Big Ten,13,26,437,16.8,5,,,,,26,437,16.8,5
42,Zac Collie,Brigham Young,MWC,13,26,437,16.8,2,,,,,26,437,16.8,2
43,Ryan Grice-Mullen,Hawaii,WAC,10,46,770,16.7,11,2,24,12.0,0,48,794,16.5,11
44,Ryan Wolfe,UNLV,MWC,12,55,911,16.6,5,1,0,0.0,0,56,911,16.3,5
45,Paul Hubbard,Wisconsin,Big Ten,13,38,627,16.5,5,,,,,38,627,16.5,5
46,Gary Barnidge,Louisville,Big East,13,31,511,16.5,4,,,,,31,511,16.5,4
47,Jason Rivers,Hawaii,WAC,14,72,1178,16.4,10,,,,,72,1178,16.4,10
48,Dicky Lyons,Kentucky,SEC,13,50,822,16.4,9,,,,,50,822,16.4,9
49,Jeron Harvey,Houston,CUSA,14,41,671,16.4,4,,,,,41,671,16.4,4
50,Daniel Robinson,UTEP,CUSA,12,37,606,16.4,7,,,,,37,606,16.4,7
51,Marcus Smith,New Mexico,MWC,13,53,859,16.2,9,7,22,3.1,0,60,881,14.7,9
52,John Broussard,San Jose State,WAC,13,52,844,16.2,7,3,16,5.3,0,55,860,15.6,7
53,Jabari Arthur,Akron,MAC,12,45,730,16.2,4,,,,,45,730,16.2,4
54,Duke Calhoun,Memphis,CUSA,12,42,681,16.2,6,10,51,5.1,1,52,732,14.1,7
55,Nate Morton,Wake Forest,ACC,14,38,617,16.2,4,6,28,4.7,0,44,645,14.7,4
56,Kevin Robinson,Utah State,WAC,12,36,582,16.2,5,6,35,5.8,0,42,617,14.7,5
57,Johnnie Lee Higgins Jr.,UTEP,CUSA,12,82,1319,16.1,13,1,-2,-2.0,0,83,1317,15.9,13
58,Jonny Harline,Brigham Young,MWC,13,58,935,16.1,12,,,,,58,935,16.1,12
59,Malcolm Kelly,Oklahoma,Big 12,14,62,993,16.0,10,,,,,62,993,16.0,10
60,Eddie Royal,Virginia Tech,ACC,13,31,497,16.0,3,5,24,4.8,0,36,521,14.5,3
61,Cody Slate,Marshall,CUSA,12,43,684,15.9,6,0,2,,1,43,686,16.0,7
62,Marquis Wilson,Utah,MWC,13,25,398,15.9,3,3,24,8.0,0,28,422,15.1,3
63,Calvin Johnson,Georgia Tech,ACC,14,76,1202,15.8,15,7,30,4.3,0,83,1232,14.8,15
64,D'Juan Woods,Oklahoma State,Big 12,13,41,647,15.8,5,,,,,41,647,15.8,5
65,Jerard Rabb,Boise State,WAC,13,37,586,15.8,4,1,9,9.0,0,38,595,15.7,4
66,Chad Schroeder,Texas A&M,Big 12,13,39,612,15.7,4,3,-6,-2.0,0,42,606,14.4,4
67,James Johnson,Georgia Tech,ACC,14,39,608,15.6,7,,,,,39,608,15.6,7
68,Matt Allen,Brigham Young,MWC,13,27,420,15.6,3,,,,,27,420,15.6,3
69,Chris Williams,New Mexico State,WAC,12,92,1425,15.5,12,5,53,10.6,0,97,1478,15.2,12
70,Legedu Naanee,Boise State,WAC,13,35,541,15.5,6,7,90,12.9,0,42,631,15.0,6
71,Darrius Heyward-Bey,Maryland,ACC,13,45,694,15.4,5,5,5,1.0,0,50,699,14.0,5
72,Brent Casteel,Utah,MWC,13,39,600,15.4,10,51,262,5.1,0,90,862,9.6,10
73,Lance Leggett,Miami (FL),ACC,13,38,584,15.4,4,,,,,38,584,15.4,4
74,Jemalle Cornelius,Florida,SEC,14,34,523,15.4,3,4,20,5.0,0,38,543,14.3,3
75,Steve Smith,USC,Pac-10,13,71,1083,15.3,9,,,,,71,1083,15.3,9
76,Dallas Baker,Florida,SEC,14,60,920,15.3,10,,,,,60,920,15.3,10
77,Lavelle Hawkins,California,Pac-10,13,46,705,15.3,5,3,36,12.0,0,49,741,15.1,5
78,Dustin Osborn,Colorado State,MWC,10,26,397,15.3,2,,,,,26,397,15.3,2
79,Dwayne Bowe,LSU,SEC,13,65,990,15.2,12,,,,,65,990,15.2,12
80,Quentily Harmon,TCU,MWC,13,52,791,15.2,3,1,1,1.0,0,53,792,14.9,3
81,Johnathan Holland,Louisiana Tech,WAC,13,33,503,15.2,3,1,-6,-6.0,0,34,497,14.6,3
82,Kenny Britt,Rutgers,Big East,9,29,440,15.2,2,,,,,29,440,15.2,2
83,Eric Peterman,Northwestern,Big Ten,12,23,349,15.2,1,3,8,2.7,0,26,357,13.7,1
84,Sidney Rice,South Carolina,SEC,13,72,1090,15.1,10,1,6,6.0,0,73,1096,15.0,10
85,Trent Shelton,Baylor,Big 12,12,53,802,15.1,8,1,-11,-11.0,0,54,791,14.6,8
86,Bruce Francis,Temple,Ind,12,32,484,15.1,4,,,,,32,484,15.1,4
87,Marcel Pestano,Pitt,Big East,11,28,424,15.1,2,1,-3,-3.0,0,29,421,14.5,2
88,Amarri Jackson,South Florida,Big East,13,26,393,15.1,3,10,50,5.0,0,36,443,12.3,3
89,Bobby Good,East Carolina,CUSA,8,26,392,15.1,1,1,11,11.0,0,27,403,14.9,1
90,Damon Morton,Colorado State,MWC,12,48,722,15.0,4,8,17,2.1,0,56,739,13.2,4
91,Oderick Turner,Pitt,Big East,12,44,660,15.0,8,2,7,3.5,0,46,667,14.5,8
92,Cody Boyd,Washington State,Pac-10,10,32,481,15.0,2,,,,,32,481,15.0,2
93,Jahkeen Gilmore,Indiana,Big Ten,12,28,419,15.0,0,,,,,28,419,15.0,0
94,Donnie Avery,Houston,CUSA,14,57,852,14.9,5,,,,,57,852,14.9,5
95,Derek Kinder,Pitt,Big East,12,57,847,14.9,6,,,,,57,847,14.9,6
96,Craig Davis,LSU,SEC,12,56,836,14.9,4,4,15,3.8,0,60,851,14.2,4
97,Brandon Gibson,Washington State,Pac-10,12,49,731,14.9,4,,,,,49,731,14.9,4
98,Yamon Figurs,Kansas State,Big 12,12,28,418,14.9,3,3,71,23.7,2,31,489,15.8,5
99,Travis Beckum,Wisconsin,Big Ten,13,61,903,14.8,5,4,19,4.8,0,65,922,14.2,5
100,Damien Linson,Central Michigan,MAC,14,55,812,14.8,5,8,3,0.4,0,63,815,12.9,5
101,Derek Dubois,New Mexico State,WAC,12,54,800,14.8,7,,,,,54,800,14.8,7
102,Rocky Ross,UCF,CUSA,12,36,531,14.8,2,,,,,36,531,14.8,2
103,Obed Cetoute,Central Michigan,MAC,14,36,529,14.7,5,,,,,36,529,14.7,5
104,Scott Mayle,Ohio,MAC,14,28,411,14.7,0,4,57,14.3,1,32,468,14.6,1
105,Jason Hill,Washington State,Pac-10,10,41,600,14.6,7,2,-6,-3.0,0,43,594,13.8,7
106,Dwayne Jarrett,USC,Pac-10,12,70,1015,14.5,12,1,-3,-3.0,0,71,1012,14.3,12
107,Jaison Williams,Oregon,Pac-10,12,68,984,14.5,6,2,5,2.5,0,70,989,14.1,6
108,Brandon Myles,West Virginia,Big East,13,36,522,14.5,8,,,,,36,522,14.5,8
109,Clark Harris,Rutgers,Big East,13,34,493,14.5,2,,,,,34,493,14.5,2
110,Marcus Everett,UCLA,Pac-10,13,31,450,14.5,5,,,,,31,450,14.5,5
111,Eric Decker,Minnesota,Big Ten,13,26,378,14.5,3,1,5,5.0,0,27,383,14.2,3
112,Anthony Gonzalez,Ohio State,Big Ten,13,51,734,14.4,8,2,28,14.0,0,53,762,14.4,8
113,Joel Filani,Texas Tech,Big 12,13,91,1300,14.3,13,4,34,8.5,0,95,1334,14.0,13
114,Thomas White,Baylor,Big 12,9,26,372,14.3,2,2,5,2.5,0,28,377,13.5,2
115,James Hardy,Indiana,Big Ten,10,51,722,14.2,10,,,,,51,722,14.2,10
116,Terrence Nunn,Nebraska,Big 12,14,42,597,14.2,3,4,19,4.8,0,46,616,13.4,3
117,Phillip Henry,East Carolina,CUSA,12,34,484,14.2,2,3,13,4.3,0,37,497,13.4,2
118,Todd Blythe,Iowa State,Big 12,9,34,484,14.2,8,,,,,34,484,14.2,8
119,Chaz Schilens,San Diego State,MWC,12,34,483,14.2,2,,,,,34,483,14.2,2
120,Martrez Milner,Georgia,SEC,12,30,425,14.2,3,,,,,30,425,14.2,3
121,Kevin Jones,Arkansas State,Sun Belt,12,25,355,14.2,2,2,14,7.0,0,27,369,13.7,2
122,Dante Love,Ball State,MAC,12,52,735,14.1,4,19,83,4.4,1,71,818,11.5,5
123,Jon Davis,Iowa State,Big 12,11,36,508,14.1,2,1,-1,-1.0,0,37,507,13.7,2
124,Shawn Nelson,Southern Mississippi,CUSA,14,36,506,14.1,3,,,,,36,506,14.1,3
125,Luke Smith-Anderson,Idaho,WAC,10,26,366,14.1,1,,,,,26,366,14.1,1
126,Earl Bennett,Vanderbilt,SEC,12,82,1146,14.0,6,5,11,2.2,0,87,1157,13.3,6
127,Chansi Stuckey,Clemson,ACC,10,50,700,14.0,3,8,34,4.3,0,58,734,12.7,3
128,Jayson Swain,Tennessee,SEC,13,49,688,14.0,6,2,-1,-0.5,0,51,687,13.5,6
129,Chris Davis,Florida State,ACC,13,49,684,14.0,4,5,28,5.6,1,54,712,13.2,5
130,Jomar Wright,Duke,ACC,12,40,561,14.0,2,1,-4,-4.0,0,41,557,13.6,2
131,Jordy Nelson,Kansas State,Big 12,13,39,547,14.0,1,,,,,39,547,14.0,1
132,Jermaine Lindsay,Akron,MAC,12,34,477,14.0,2,1,3,3.0,0,35,480,13.7,2
133,Terrance Breaux,Buffalo,MAC,12,32,444,13.9,3,,,,,32,444,13.9,3
134,Toris Rutledge,Troy,Sun Belt,13,30,418,13.9,4,,,,,30,418,13.9,4
135,Eric Morris,Texas Tech,Big 12,13,25,347,13.9,1,2,14,7.0,0,27,361,13.4,1
136,Idris Moss,Tulsa,CUSA,13,58,803,13.8,1,14,63,4.5,0,72,866,12.0,1
137,Dustin Keller,Purdue,Big Ten,14,56,771,13.8,4,,,,,56,771,13.8,4
138,Willie Idlette,Wake Forest,ACC,14,37,511,13.8,3,25,125,5.0,1,62,636,10.3,4
139,Naaman Roosevelt,Buffalo,MAC,12,31,429,13.8,2,5,9,1.8,0,36,438,12.2,2
140,Jarett Dillard,Rice,CUSA,13,91,1247,13.7,21,2,5,2.5,0,93,1252,13.5,21
141,Dominique Zeigler,Baylor,Big 12,11,54,741,13.7,3,3,-16,-5.3,0,57,725,12.7,3
142,Nick Cleaver,New Mexico State,WAC,12,50,684,13.7,4,,,,,50,684,13.7,4
143,Ryan Bugg,Tulsa,CUSA,13,45,617,13.7,4,,,,,45,617,13.7,4
144,Bobby Chase,SMU,CUSA,12,37,507,13.7,3,,,,,37,507,13.7,3
145,Brent Celek,Cincinnati,Big East,13,35,481,13.7,3,,,,,35,481,13.7,3
146,Logan Payne,Minnesota,Big Ten,13,59,804,13.6,9,11,70,6.4,0,70,874,12.5,9
147,Greg Orton,Purdue,Big Ten,14,58,790,13.6,5,,,,,58,790,13.6,5
148,Adrian Arrington,Michigan,Big Ten,13,40,544,13.6,8,,,,,40,544,13.6,8
149,Brandon Robinson,Boston College,ACC,12,36,490,13.6,1,1,6,6.0,0,37,496,13.4,1
150,Josh Morgan,Virginia Tech,ACC,12,33,448,13.6,4,1,6,6.0,0,34,454,13.4,4
151,Michael Reed,Brigham Young,MWC,12,25,339,13.6,3,,,,,25,339,13.6,3
152,Keenan Burton,Kentucky,SEC,13,77,1036,13.5,12,1,-7,-7.0,0,78,1029,13.2,12
153,Rhema McKnight,Notre Dame,Ind,13,67,907,13.5,15,1,5,5.0,0,68,912,13.4,15
154,Travis Brown,New Mexico,MWC,13,64,867,13.5,4,7,29,4.1,0,71,896,12.6,4
155,John Carlson,Notre Dame,Ind,11,47,634,13.5,4,,,,,47,634,13.5,4
156,Sam Shields,Miami (FL),ACC,13,37,501,13.5,4,3,-11,-3.7,0,40,490,12.3,4
157,Marcus Perez,Northern Illinois,MAC,12,30,406,13.5,5,1,3,3.0,0,31,409,13.2,5
158,Kenneth Zacharie,Louisiana-Monroe,Sun Belt,12,30,405,13.5,2,1,-4,-4.0,0,31,401,12.9,2
159,Isaiah Williams,Maryland,ACC,13,28,379,13.5,3,,,,,28,379,13.5,3
160,Ross Dickerson,Hawaii,WAC,14,54,726,13.4,7,4,13,3.3,0,58,739,12.7,7
161,Keith Brown,Alabama,SEC,11,44,590,13.4,3,6,45,7.5,0,50,635,12.7,3
162,Derrick Smith,Louisiana,Sun Belt,12,41,551,13.4,1,2,6,3.0,0,43,557,13.0,1
163,Taurus Johnson,South Florida,Big East,13,37,494,13.4,2,5,51,10.2,3,42,545,13.0,5
164,Aaron Brown,TCU,MWC,12,34,455,13.4,1,154,801,5.2,9,188,1256,6.7,10
165,Brad Ekwerekwu,Missouri,Big 12,13,32,430,13.4,2,8,17,2.1,0,40,447,11.2,2
166,Kyle Hudson,Illinois,Big Ten,12,30,403,13.4,3,,,,,30,403,13.4,3
167,Ross Lane,Northwestern,Big Ten,12,30,401,13.4,2,,,,,30,401,13.4,2
168,Jarrett Hicks,Texas Tech,Big 12,6,25,334,13.4,2,,,,,25,334,13.4,2
169,Luke Roberts,Colorado State,MWC,12,23,309,13.4,2,,,,,23,309,13.4,2
170,Sonny Shackelford,Washington,Pac-10,12,50,666,13.3,7,1,3,3.0,0,51,669,13.1,7
171,Dominique Douglas,Iowa,Big Ten,13,49,654,13.3,2,2,-7,-3.5,0,51,647,12.7,2
172,Deon Butler,Penn State,Big Ten,13,48,637,13.3,2,1,-3,-3.0,0,49,634,12.9,2
173,Darius Reynaud,West Virginia,Big East,13,39,520,13.3,2,14,221,15.8,0,53,741,14.0,2
174,Brian Paysinger,Oregon,Pac-10,13,34,451,13.3,3,7,77,11.0,0,41,528,12.9,3
175,Steve Slaton,West Virginia,Big East,13,27,360,13.3,2,248,1744,7.0,16,275,2104,7.7,18
176,Darrell Blackman,North Carolina State,ACC,11,27,358,13.3,2,12,47,3.9,0,39,405,10.4,2
177,Ted Ginn Jr.,Ohio State,Big Ten,13,59,781,13.2,9,3,17,5.7,0,62,798,12.9,9
178,Emmanuel Sanders,SMU,CUSA,12,46,605,13.2,9,2,6,3.0,0,48,611,12.7,9
179,Brian Robiskie,Ohio State,Big Ten,13,29,383,13.2,5,,,,,29,383,13.2,5
180,Smokey Hampton,Troy,Sun Belt,13,25,331,13.2,2,,,,,25,331,13.2,2
181,Mike Walker,UCF,CUSA,12,90,1178,13.1,7,,,,,90,1178,13.1,7
182,Early Doucet,LSU,SEC,13,59,772,13.1,8,8,59,7.4,2,67,831,12.4,10
183,Martellus Bennett,Texas A&M,Big 12,13,38,497,13.1,3,,,,,38,497,13.1,3
184,Justin Gardner,Central Michigan,MAC,14,36,471,13.1,5,,,,,36,471,13.1,5
185,John Dunlap,North Carolina State,ACC,12,30,392,13.1,4,3,29,9.7,0,33,421,12.8,4
186,Ryan Purvis,Boston College,ACC,13,29,381,13.1,2,,,,,29,381,13.1,2
187,Victor Thompson,Air Force,MWC,12,23,301,13.1,4,6,18,3.0,0,29,319,11.0,4
188,Jeff Samardzija,Notre Dame,Ind,13,78,1017,13.0,12,4,6,1.5,1,82,1023,12.5,13
189,Courtney Taylor,Auburn,SEC,13,54,704,13.0,2,8,70,8.8,0,62,774,12.5,2
190,Billy Pittman,Texas,Big 12,13,35,456,13.0,4,2,3,1.5,0,37,459,12.4,4
191,Desmond Gee,Middle Tennessee State,Sun Belt,13,27,351,13.0,3,62,277,4.5,5,89,628,7.1,8
192,Jerramy Scott,Michigan State,Big Ten,12,26,339,13.0,0,14,26,1.9,0,40,365,9.1,0
193,Ryne Robinson,Miami (OH),MAC,12,91,1178,12.9,8,3,11,3.7,0,94,1189,12.6,8
194,Joe Newton,Oregon State,Pac-10,14,36,466,12.9,7,,,,,36,466,12.9,7
195,Sylvester Mencer,UAB,CUSA,12,31,400,12.9,3,2,20,10.0,0,33,420,12.7,3
196,Matt Forte,Tulane,CUSA,9,28,360,12.9,2,163,859,5.3,8,191,1219,6.4,10
197,David Grimes,Notre Dame,Ind,12,26,336,12.9,2,1,2,2.0,1,27,338,12.5,3
198,James Jones,San Jose State,WAC,13,70,893,12.8,10,11,76,6.9,1,81,969,12.0,11
199,Britt Davis,Northern Illinois,MAC,13,57,731,12.8,3,7,17,2.4,0,64,748,11.7,3
200,Ian Sample,Hawaii,WAC,14,54,690,12.8,10,,,,,54,690,12.8,10
201,Scott Chandler,Iowa,Big Ten,13,46,591,12.8,6,,,,,46,591,12.8,6
202,Brooks Foster,North Carolina,ACC,12,38,486,12.8,2,2,15,7.5,0,40,501,12.5,2
203,Donald Massey,TCU,MWC,13,26,332,12.8,3,10,52,5.2,0,36,384,10.7,3
204,Davone Bess,Hawaii,WAC,14,96,1220,12.7,15,,,,,96,1220,12.7,15
205,Lorenzo Booker,Florida State,ACC,13,33,420,12.7,0,143,616,4.3,4,176,1036,5.9,4
206,Cornelius Ingram,Florida,SEC,14,30,380,12.7,1,,,,,30,380,12.7,1
207,Derek Fine,Kansas,Big 12,12,28,355,12.7,5,,,,,28,355,12.7,5
208,Eric Newman,Louisiana Tech,WAC,13,45,565,12.6,2,1,-11,-11.0,0,46,554,12.0,2
209,Marko Mitchell,Nevada,WAC,13,39,493,12.6,4,,,,,39,493,12.6,4
210,Jesse Holley,North Carolina,ACC,12,37,466,12.6,2,,,,,37,466,12.6,2
211,Percy Harvin,Florida,SEC,13,34,427,12.6,2,41,428,10.4,3,75,855,11.4,5
212,Rafael Little,Kentucky,SEC,9,31,392,12.6,2,140,673,4.8,3,171,1065,6.2,5
213,Louis Johnson,Ball State,MAC,12,26,327,12.6,2,,,,,26,327,12.6,2
214,Marcus Henry,Kansas,Big 12,11,25,316,12.6,3,,,,,25,316,12.6,3
215,Nate Ilaoa,Hawaii,WAC,13,67,837,12.5,5,131,990,7.6,13,198,1827,9.2,18
216,Juaquin Iglesias,Oklahoma,Big 12,14,41,514,12.5,2,2,6,3.0,0,43,520,12.1,2
217,David Clowney,Virginia Tech,ACC,12,34,424,12.5,0,1,-5,-5.0,0,35,419,12.0,0
218,Marlon White,Vanderbilt,SEC,12,25,313,12.5,2,,,,,25,313,12.5,2
219,Robert Jordan,California,Pac-10,13,46,571,12.4,4,3,-6,-2.0,0,49,565,11.5,4
220,Wendell Octave,Idaho,WAC,11,34,422,12.4,4,,,,,34,422,12.4,4
221,Biren Ealy,Houston,CUSA,14,34,420,12.4,6,,,,,34,420,12.4,6
222,R.J. Sumrall,Iowa State,Big 12,12,25,310,12.4,0,1,-7,-7.0,0,26,303,11.7,0
223,Dorien Bryant,Purdue,Big Ten,14,87,1068,12.3,6,19,150,7.9,2,106,1218,11.5,8
224,Logan Paulsen,UCLA,Pac-10,13,27,331,12.3,0,,,,,27,331,12.3,0
225,Vincent Marshall,Houston,CUSA,14,80,979,12.2,8,8,59,7.4,1,88,1038,11.8,9
226,Casey Flair,UNLV,MWC,12,67,816,12.2,4,,,,,67,816,12.2,4
227,Greg Olsen,Miami (FL),ACC,12,40,489,12.2,1,,,,,40,489,12.2,1
228,Mohamed Massaquoi,Georgia,SEC,12,30,366,12.2,2,,,,,30,366,12.2,2
229,Herb Martin,Western Michigan,MAC,13,30,365,12.2,4,3,-4,-1.3,0,33,361,10.9,4
230,Levi Dejohnette,Arkansas State,Sun Belt,10,23,281,12.2,2,1,6,6.0,0,24,287,12.0,2
231,Hoost Marsh,Wyoming,MWC,12,23,280,12.2,3,8,40,5.0,1,31,320,10.3,4
232,Eric Deslauriers,Eastern Michigan,MAC,12,74,898,12.1,5,,,,,74,898,12.1,5
233,Kerry Reed,Michigan State,Big Ten,12,64,775,12.1,5,2,11,5.5,0,66,786,11.9,5
234,Jeremy Williams,Tulane,CUSA,11,40,484,12.1,2,2,16,8.0,0,42,500,11.9,2
235,Jacob Tamme,Kentucky,SEC,13,32,386,12.1,2,,,,,32,386,12.1,2
236,Marcus Edwards,South Florida,Big East,13,27,328,12.1,2,,,,,27,328,12.1,2
237,Derrek Richards,Utah,MWC,13,60,717,12.0,6,1,4,4.0,0,61,721,11.8,6
238,Corey Partridge,Bowling Green State,MAC,10,55,658,12.0,3,3,18,6.0,0,58,676,11.7,3
239,Matt Spaeth,Minnesota,Big Ten,11,47,564,12.0,4,,,,,47,564,12.0,4
240,Chad Upshaw,Buffalo,MAC,12,35,419,12.0,1,,,,,35,419,12.0,1
241,Marlon Lucky,Nebraska,Big 12,14,32,383,12.0,0,141,728,5.2,6,173,1111,6.4,6
242,Jermichael Finley,Texas,Big 12,13,31,372,12.0,3,,,,,31,372,12.0,3
243,Earnest Williams,Memphis,CUSA,12,26,313,12.0,3,28,130,4.6,1,54,443,8.2,4
244,Anthony Johnson,Arizona,Pac-10,12,26,312,12.0,3,2,8,4.0,0,28,320,11.4,3
245,Bryan Anderson,Central Michigan,MAC,14,73,867,11.9,5,9,14,1.6,0,82,881,10.7,5
246,Damarcus Davis,Tulane,CUSA,12,51,607,11.9,4,1,-1,-1.0,0,52,606,11.7,4
247,Mike Thomas,Arizona,Pac-10,12,50,597,11.9,2,6,68,11.3,0,56,665,11.9,2
248,De'Cody Fagg,Florida State,ACC,11,37,439,11.9,1,0,10,,0,37,449,12.1,1
249,Matt Trannon,Michigan State,Big Ten,10,44,518,11.8,3,,,,,44,518,11.8,3
250,Tyler Holden,Wyoming,MWC,12,39,461,11.8,4,,,,,39,461,11.8,4
251,Aaron Kelly,Clemson,ACC,13,30,355,11.8,3,,,,,30,355,11.8,3
252,Junior Taylor,UCLA,Pac-10,13,28,331,11.8,3,,,,,28,331,11.8,3
253,Milan Moses,Iowa State,Big 12,9,24,282,11.8,0,,,,,24,282,11.8,0
254,Rice Moss,Syracuse,Big East,12,23,272,11.8,1,1,6,6.0,0,24,278,11.6,1
255,Quan Cosby,Texas,Big 12,13,45,525,11.7,2,,,,,45,525,11.7,2
256,Ken Brantley,Bowling Green State,MAC,12,32,374,11.7,2,,,,,32,374,11.7,2
257,Kenneth Brantley II,Bowling Green State,MAC,12,32,374,11.7,2,0,0,,0,32,374,11.7,2
258,Tarrion Adams,Tulsa,CUSA,9,31,362,11.7,1,68,329,4.8,2,99,691,7.0,3
259,Tom Ferron,Syracuse,Big East,12,30,351,11.7,2,,,,,30,351,11.7,2
260,Joe Fernandez,Fresno State,WAC,12,24,281,11.7,4,,,,,24,281,11.7,4
261,Steve Breaston,Michigan,Big Ten,13,58,670,11.6,2,10,79,7.9,0,68,749,11.0,2
262,Kevin Challenger,Boston College,ACC,13,47,543,11.6,5,,,,,47,543,11.6,5
263,Bret Smith,Tennessee,SEC,11,39,453,11.6,5,4,44,11.0,0,43,497,11.6,5
264,Jared Perry,Missouri,Big 12,13,37,429,11.6,3,7,55,7.9,0,44,484,11.0,3
265,Cory Boyd,South Carolina,SEC,12,35,406,11.6,2,164,823,5.0,8,199,1229,6.2,10
266,Danny Oquendo,Maryland,ACC,13,34,396,11.6,2,3,23,7.7,0,37,419,11.3,2
267,Steve Buches,Pitt,Big East,12,26,302,11.6,4,,,,,26,302,11.6,4
268,Javid James,UCF,CUSA,12,24,278,11.6,1,,,,,24,278,11.6,1
269,Austin Flynn,Iowa State,Big 12,11,41,470,11.5,0,1,4,4.0,0,42,474,11.3,0
270,Aundrae Allison,East Carolina,CUSA,11,62,708,11.4,4,5,-10,-2.0,0,67,698,10.4,4
271,Tony Gonzalez,Boston College,ACC,12,43,491,11.4,5,,,,,43,491,11.4,5
272,Branden Ledbetter,Western Michigan,MAC,12,37,423,11.4,6,,,,,37,423,11.4,6
273,A.J. Harris,New Mexico State,WAC,12,70,789,11.3,7,3,23,7.7,0,73,812,11.1,7
